id_empresa,municipio,regiao,setor,cnae_grupo,porte,forma_juridica,ano_abertura,idade_anos,faturamento_anual,num_funcionarios,acesso_credito,participou_programa,exporta,nivel_inovacao,situacao_cadastral,sobreviveu_3anos
SC02527,Lages,Serra,Indústria Têxtil,13,MEI,MEI,2019,5,81000.0,1.0,0,0,0,3.0,Ativa,1
SC02528,Balneário Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2021,3,81000.0,1.0,0,0,0,4.0,Ativa,1
SC02529,Criciúma,Sul,Saúde e Bem-estar,86,MEI,MEI,2023,1,81000.0,1.0,0,0,0,5.0,Ativa,1
SC02530,Tubarão,Sul,Construção Civil,41,ME,LTDA,2019,5,170656.77,9.0,0,0,0,2.0,Ativa,1
SC02531,Joinville,Norte,Comércio Varejista,47,Grande,S/A,2010,14,300000001.0,8.0,0,0,1,2.0,Ativa,1
SC02532,São José,Grande Florianópolis,Agronegócio,01,ME,LTDA,2013,11,360000.0,3.0,0,0,0,3.0,Baixada,0
SC02533,Chapecó,Oeste,Comércio Varejista,47,ME,LTDA,2013,11,360000.0,4.0,0,1,0,2.0,Baixada,0
SC02534,Camboriú,Vale do Itajaí,Serviços,74,ME,EI,2023,1,,1.0,0,0,0,2.0,Ativa,1
SC02535,Palhoça,Grande Florianópolis,Construção Civil,41,MEI,MEI,2015,9,81000.0,1.0,0,0,0,5.0,Baixada,0
SC02536,São José,Grande Florianópolis,Serviços,74,ME,LTDA,2015,9,163972.61,5.0,0,0,0,0.0,Ativa,1
SC02537,São Bento do Sul,Norte,Construção Civil,41,MEI,MEI,2019,5,81000.0,1.0,1,1,0,5.0,Ativa,1
SC02538,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2012,12,81000.0,1.0,0,1,0,8.0,Suspensa,0
SC02539,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,0.0,Ativa,1
SC02540,Lages,Serra,Tecnologia da Informação,62,ME,EI,2019,5,254919.71,6.0,0,1,0,4.0,Ativa,1
SC02541,Blumenau,Vale do Itajaí,Serviços,74,ME,LTDA,2015,9,321665.86,5.0,0,1,0,2.0,Ativa,1
SC02542,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2016,8,81000.0,1.0,0,0,0,7.0,Ativa,1
SC02543,Lages,Serra,Construção Civil,41,MEI,MEI,2023,1,81000.0,1.0,0,0,0,3.0,Ativa,1
SC02544,Criciúma,Sul,Serviços,74,MEI,MEI,2023,1,81000.0,1.0,0,1,0,0.0,Ativa,1
SC02545,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,0,0,0,1.0,Ativa,1
SC02546,Criciúma,Sul,Comércio Varejista,47,EPP,SLU,2013,11,360001.0,5.0,1,0,0,5.0,Ativa,1
SC02547,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2015,9,81000.0,1.0,0,1,0,2.0,Baixada,0
SC02548,Florianópolis,Grande Florianópolis,Indústria Metalmecânica,25,EPP,LTDA,2018,6,1733938.74,19.0,0,0,0,3.0,Suspensa,0
SC02549,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,1,0,0,5.0,Ativa,1
SC02550,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,0,0,0,4.0,Ativa,1
SC02551,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,1,0,2.0,Baixada,0
SC02552,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2016,8,348523.04,4.0,1,0,0,2.0,Ativa,1
SC02553,Joinville,Norte,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,0,1,0,2.0,Baixada,0
SC02554,São José,Grande Florianópolis,Construção Civil,41,Grande,LTDA,2012,12,646155074.55,3.0,1,1,0,0.0,Ativa,1
SC02555,Lages,Serra,Indústria Metalmecânica,25,MEI,MEI,2010,14,81000.0,1.0,0,0,0,4.0,Suspensa,0
SC02556,Blumenau,Vale do Itajaí,Comércio Varejista,47,Médio,LTDA,2016,8,4824285.84,1.0,0,0,0,4.0,Baixada,0
SC02557,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2015,9,,1.0,1,0,0,5.0,Ativa,1
SC02558,Blumenau,Vale do Itajaí,Serviços,74,ME,SLU,2011,13,135445.99,2.0,0,0,0,2.0,Baixada,0
SC02559,Lages,Serra,Comércio Varejista,47,ME,SLU,2010,14,143990.55,2.0,1,0,0,3.0,Baixada,0
SC02560,Florianópolis,Grande Florianópolis,Construção Civil,41,ME,LTDA,2011,13,139199.38,8.0,0,1,0,6.0,Ativa,1
SC02561,Joinville,Norte,Alimentação e Hospedagem,56,MEI,MEI,2011,13,81000.0,1.0,1,0,0,5.0,Ativa,1
SC02562,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,ME,LTDA,2012,12,315464.89,4.0,1,0,0,3.0,Baixada,0
SC02563,Lages,Serra,Comércio Varejista,47,ME,LTDA,2022,2,251279.03,3.0,1,0,0,1.0,Ativa,1
SC02564,Joinville,Norte,Alimentação e Hospedagem,56,ME,LTDA,2016,8,274348.89,2.0,0,0,0,2.0,Ativa,1
SC02565,Lages,Serra,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,0,0,6.0,Ativa,1
SC02566,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2012,12,81000.0,1.0,0,0,0,6.0,Suspensa,0
SC02567,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2010,14,81001.0,3.0,0,0,0,6.0,Ativa,1
SC02568,São José,Grande Florianópolis,Construção Civil,41,MEI,MEI,2015,9,81000.0,1.0,0,0,0,3.0,Suspensa,0
SC02569,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,1,1,0,0.0,Ativa,1
SC02570,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,1,0,0,4.0,Baixada,0
SC02571,Camboriú,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2016,8,81000.0,1.0,0,0,0,5.0,Ativa,1
SC02572,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,LTDA,2013,11,360000.0,4.0,0,0,0,3.0,Ativa,1
SC02573,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,EI,2015,9,198590.79,,0,0,0,0.0,Baixada,0
SC02574,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,1,0,0,2.0,Ativa,1
SC02575,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2015,9,81000.0,1.0,1,0,0,3.0,Baixada,0
SC02576,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,EI,2010,14,360000.0,6.0,0,0,0,3.0,Ativa,1
SC02577,São Bento do Sul,Norte,Indústria Têxtil,13,MEI,MEI,2021,3,81000.0,1.0,0,0,0,2.0,Baixada,0
SC02578,Joinville,Norte,Serviços,74,MEI,MEI,2013,11,48462.95,1.0,0,0,0,3.0,Baixada,0
SC02579,Brusque,Vale do Itajaí,Alimentação e Hospedagem,56,ME,EI,2015,9,360000.0,10.0,1,0,0,5.0,Ativa,1
SC02580,Brusque,Vale do Itajaí,Tecnologia da Informação,62,ME,EI,2022,2,360000.0,5.0,0,0,0,7.0,Ativa,1
SC02581,Palhoça,Grande Florianópolis,Serviços,74,ME,EI,2015,9,355962.88,4.0,0,0,0,3.0,Baixada,0
SC02582,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2019,5,81000.0,1.0,1,0,0,3.0,Ativa,1
SC02583,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,1,0,0,3.0,Ativa,1
SC02584,Palhoça,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,0.0,0,0,0,2.0,Ativa,1
SC02585,Balneário Camboriú,Vale do Itajaí,Tecnologia da Informação,62,ME,EI,2011,13,360000.0,,0,0,0,6.0,Ativa,1
SC02586,Jaraguá do Sul,Norte,Tecnologia da Informação,62,MEI,MEI,2012,12,,1.0,0,1,0,8.0,Baixada,0
SC02587,Joinville,Norte,Alimentação e Hospedagem,56,MEI,MEI,2012,12,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02588,Criciúma,Sul,Comércio Varejista,47,ME,LTDA,2017,7,360000.0,9.0,0,0,0,2.0,Ativa,1
SC02589,Itajaí,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2015,9,,,1,1,0,3.0,Ativa,1
SC02590,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,1,0,0,0.0,Suspensa,0
SC02591,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2013,11,81000.0,1.0,0,0,0,0.0,Ativa,1
SC02592,Criciúma,Sul,Indústria Metalmecânica,25,MEI,MEI,2011,13,81000.0,1.0,0,0,0,3.0,Baixada,0
SC02593,Itajaí,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2021,3,81000.0,1.0,0,1,1,7.0,Baixada,0
SC02594,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,3.0,Ativa,1
SC02595,Joinville,Norte,Agronegócio,01,MEI,MEI,2011,13,81000.0,1.0,0,0,1,0.0,Ativa,1
SC02596,Joinville,Norte,Alimentação e Hospedagem,56,MEI,MEI,2020,4,81000.0,1.0,1,1,0,1.0,Ativa,1
SC02597,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,EPP,SLU,2018,6,521768.48,9.0,1,0,0,2.0,Ativa,1
SC02598,Palhoça,Grande Florianópolis,Comércio Varejista,47,EPP,LTDA,2022,2,764289.95,5.0,1,0,0,2.0,Ativa,1
SC02599,Tubarão,Sul,Serviços,74,ME,SLU,2019,5,360000.0,5.0,1,0,1,4.0,Baixada,0
SC02600,Camboriú,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2014,10,81000.0,1.0,1,0,0,5.0,Ativa,1
SC02601,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,0,0,0,0.0,Ativa,1
SC02602,Chapecó,Oeste,Construção Civil,41,EPP,LTDA,2021,3,634711.44,5.0,1,0,0,6.0,Ativa,1
SC02603,Jaraguá do Sul,Norte,Comércio Varejista,47,ME,LTDA,2019,5,,5.0,0,0,0,0.0,Baixada,0
SC02604,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2023,1,196589.77,1.0,0,1,0,4.0,Ativa,1
SC02605,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2010,14,81000.0,1.0,0,0,0,5.0,Ativa,1
SC02606,Brusque,Vale do Itajaí,Agronegócio,01,ME,LTDA,2019,5,360000.0,3.0,0,1,0,5.0,Ativa,1
SC02607,Joinville,Norte,Comércio Varejista,47,Grande,LTDA,2016,8,331045110.08,3.0,0,0,0,3.0,Ativa,1
SC02608,Itajaí,Vale do Itajaí,Indústria Metalmecânica,25,MEI,MEI,2011,13,81000.0,1.0,0,0,0,6.0,Ativa,1
SC02609,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2012,12,,3.0,1,0,0,2.0,Baixada,0
SC02610,Joinville,Norte,Comércio Varejista,47,ME,LTDA,2018,6,285564.49,7.0,1,0,0,2.0,Ativa,1
SC02611,Joinville,Norte,Serviços,74,ME,LTDA,2015,9,81001.0,4.0,0,0,0,2.0,Ativa,1
SC02612,Joinville,Norte,Tecnologia da Informação,62,MEI,MEI,2010,14,81000.0,1.0,0,1,1,8.0,Ativa,1
SC02613,Brusque,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2022,2,81000.0,1.0,0,0,0,1.0,Ativa,1
SC02614,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,4.0,Ativa,1
SC02615,Palhoça,Grande Florianópolis,Construção Civil,41,MEI,MEI,2018,6,81000.0,1.0,1,0,0,5.0,Ativa,1
SC02616,São Bento do Sul,Norte,Comércio Varejista,47,EPP,LTDA,2022,2,463679.21,2.0,0,0,0,4.0,Ativa,1
SC02617,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,1,0,0,3.0,Ativa,1
SC02618,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2020,4,,1.0,0,0,0,2.0,Ativa,1
SC02619,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2015,9,81000.0,1.0,1,0,0,9.0,Ativa,1
SC02620,Joinville,Norte,Comércio Varejista,47,Grande,LTDA,2018,6,305008834.13,4.0,0,1,0,4.0,Ativa,1
SC02621,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,1,0,0,1.0,Ativa,1
SC02622,Joinville,Norte,Alimentação e Hospedagem,56,ME,LTDA,2016,8,233767.63,8.0,0,1,0,2.0,Baixada,0
SC02623,Criciúma,Sul,Serviços,74,MEI,MEI,2023,1,81000.0,1.0,0,0,0,5.0,Baixada,0
SC02624,Criciúma,Sul,Indústria Metalmecânica,25,ME,LTDA,2016,8,360000.0,19.0,0,1,0,4.0,Ativa,1
SC02625,São José,Grande Florianópolis,Comércio Varejista,47,ME,EI,2011,13,360000.0,2.0,0,0,1,3.0,Ativa,1
SC02626,Balneário Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2011,13,81000.0,1.0,1,0,0,1.0,Baixada,0
SC02627,Blumenau,Vale do Itajaí,Comércio Varejista,47,EPP,SLU,2022,2,360001.0,5.0,1,0,0,2.0,Ativa,1
SC02628,Joinville,Norte,Indústria Têxtil,13,MEI,MEI,2013,11,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02629,Brusque,Vale do Itajaí,Construção Civil,41,MEI,MEI,2011,13,,1.0,1,1,0,1.0,Baixada,0
SC02630,Jaraguá do Sul,Norte,Serviços,74,ME,LTDA,2022,2,217583.15,1.0,1,0,0,3.0,Ativa,1
SC02631,Itajaí,Vale do Itajaí,Comércio Varejista,47,EPP,LTDA,2021,3,360001.0,1.0,0,0,0,1.0,Suspensa,0
SC02632,Criciúma,Sul,Serviços,74,ME,LTDA,2021,3,254812.62,3.0,0,1,0,2.0,Ativa,1
SC02633,Jaraguá do Sul,Norte,Indústria Têxtil,13,MEI,MEI,2012,12,81000.0,,0,1,0,3.0,Ativa,1
SC02634,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2015,9,321584.16,1.0,0,0,0,2.0,Ativa,1
SC02635,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2018,6,124134.48,1.0,1,0,0,1.0,Ativa,1
SC02636,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2019,5,175662.83,3.0,0,1,0,4.0,Ativa,1
SC02637,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,1,0,0,3.0,Ativa,1
SC02638,Chapecó,Oeste,Serviços,74,MEI,MEI,2013,11,81000.0,1.0,0,1,0,0.0,Ativa,1
SC02639,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2013,11,81000.0,1.0,0,0,0,6.0,Ativa,1
SC02640,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,1,1,0,5.0,Ativa,1
SC02641,Itajaí,Vale do Itajaí,Serviços,74,EPP,LTDA,2011,13,360001.0,5.0,1,0,0,2.0,Baixada,0
SC02642,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02643,Chapecó,Oeste,Construção Civil,41,EPP,LTDA,2018,6,360001.0,7.0,0,0,0,3.0,Ativa,1
SC02644,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,ME,LTDA,2010,14,360000.0,5.0,0,0,0,6.0,Baixada,0
SC02645,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2017,7,81000.0,1.0,0,1,0,2.0,Ativa,1
SC02646,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,0,0,2.0,Baixada,0
SC02647,Chapecó,Oeste,Indústria Metalmecânica,25,EPP,LTDA,2023,1,,,0,0,0,3.0,Ativa,1
SC02648,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,ME,LTDA,2015,9,360000.0,13.0,0,0,0,3.0,Ativa,1
SC02649,Joinville,Norte,Serviços,74,ME,LTDA,2012,12,81001.0,5.0,1,0,0,1.0,Ativa,1
SC02650,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,1,1,0,2.0,Ativa,1
SC02651,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,1,0,0,3.0,Baixada,0
SC02652,Brusque,Vale do Itajaí,Comércio Varejista,47,ME,EI,2015,9,264078.6,2.0,0,0,0,2.0,Ativa,1
SC02653,São Bento do Sul,Norte,Serviços,74,EPP,S/A,2013,11,360001.0,1.0,0,0,0,0.0,Baixada,0
SC02654,Palhoça,Grande Florianópolis,Comércio Varejista,47,ME,SLU,2023,1,260090.15,4.0,0,1,0,2.0,Ativa,1
SC02655,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,0,0,0,4.0,Ativa,1
SC02656,São José,Grande Florianópolis,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02657,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,ME,EI,2021,3,253874.09,10.0,0,0,0,1.0,Ativa,1
SC02658,Tubarão,Sul,Serviços,74,EPP,SLU,2018,6,360001.0,4.0,1,0,0,0.0,Ativa,1
SC02659,Chapecó,Oeste,Tecnologia da Informação,62,MEI,MEI,2011,13,81000.0,1.0,0,0,0,4.0,Baixada,0
SC02660,Criciúma,Sul,Construção Civil,41,MEI,MEI,2019,5,81000.0,1.0,1,0,0,1.0,Baixada,0
SC02661,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2019,5,81000.0,1.0,0,0,0,5.0,Baixada,0
SC02662,Joinville,Norte,Alimentação e Hospedagem,56,ME,LTDA,2020,4,352755.69,5.0,0,0,0,5.0,Ativa,1
SC02663,Itajaí,Vale do Itajaí,Indústria Metalmecânica,25,MEI,MEI,2020,4,81000.0,1.0,0,0,0,5.0,Ativa,1
SC02664,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2020,4,81000.0,1.0,0,0,0,0.0,Ativa,1
SC02665,Blumenau,Vale do Itajaí,Agronegócio,01,ME,EI,2018,6,360000.0,1.0,0,0,0,3.0,Ativa,1
SC02666,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,ME,LTDA,2018,6,360000.0,6.0,0,0,0,9.0,Baixada,0
SC02667,Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2012,12,81000.0,0.0,0,0,0,1.0,Baixada,0
SC02668,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,1,0,0,5.0,Baixada,0
SC02669,São Bento do Sul,Norte,Agronegócio,01,MEI,MEI,2023,1,81000.0,1.0,0,0,0,5.0,Ativa,1
SC02670,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,SLU,2022,2,175784.76,4.0,0,0,0,4.0,Ativa,1
SC02671,Brusque,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2017,7,204322.41,4.0,0,0,0,1.0,Ativa,1
SC02672,Joinville,Norte,Tecnologia da Informação,62,MEI,MEI,2021,3,81000.0,1.0,0,0,0,6.0,Suspensa,0
SC02673,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,1.0,0,0,0,3.0,Ativa,1
SC02674,Palhoça,Grande Florianópolis,Serviços,74,EPP,LTDA,2020,4,1183708.92,5.0,0,0,0,5.0,Ativa,1
SC02675,São Bento do Sul,Norte,Serviços,74,MEI,MEI,2017,7,81000.0,1.0,0,0,0,4.0,Ativa,1
SC02676,Joinville,Norte,Indústria Têxtil,13,MEI,MEI,2015,9,,1.0,0,0,0,3.0,Ativa,1
SC02677,Joinville,Norte,Saúde e Bem-estar,86,ME,LTDA,2018,6,,4.0,0,0,0,7.0,Ativa,1
SC02678,Lages,Serra,Serviços,74,ME,EI,2015,9,360000.0,4.0,1,1,0,5.0,Ativa,1
SC02679,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2023,1,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02680,Joinville,Norte,Alimentação e Hospedagem,56,ME,SLU,2019,5,360000.0,6.0,0,0,0,2.0,Ativa,1
SC02681,São José,Grande Florianópolis,Construção Civil,41,MEI,MEI,2010,14,81000.0,1.0,1,0,0,,Ativa,1
SC02682,Lages,Serra,Serviços,74,ME,SLU,2010,14,173623.59,3.0,0,0,0,0.0,Ativa,1
SC02683,São José,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,0.0,0,0,0,3.0,Baixada,0
SC02684,Joinville,Norte,Comércio Varejista,47,ME,LTDA,2020,4,360000.0,2.0,0,0,0,4.0,Ativa,1
SC02685,Brusque,Vale do Itajaí,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,0,0,0,,Suspensa,0
SC02686,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2019,5,138975.61,9.0,0,0,0,3.0,Ativa,1
SC02687,Balneário Camboriú,Vale do Itajaí,Construção Civil,41,MEI,MEI,2011,13,81000.0,1.0,1,0,0,3.0,Ativa,1
SC02688,Jaraguá do Sul,Norte,Serviços,74,ME,SLU,2011,13,156056.86,3.0,0,0,0,5.0,Ativa,1
SC02689,Itajaí,Vale do Itajaí,Construção Civil,41,MEI,MEI,2020,4,81000.0,1.0,0,1,0,3.0,Suspensa,0
SC02690,São José,Grande Florianópolis,Comércio Varejista,47,ME,EI,2010,14,208961.11,4.0,0,1,0,4.0,Ativa,1
SC02691,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,1,0,2.0,Ativa,1
SC02692,Itajaí,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2016,8,81000.0,1.0,0,1,0,2.0,Ativa,1
SC02693,Criciúma,Sul,Comércio Varejista,47,ME,SLU,2023,1,360000.0,3.0,0,0,0,3.0,Ativa,1
SC02694,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,EPP,SLU,2022,2,830678.64,4.0,0,0,0,,Ativa,1
SC02695,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,0,0,0.0,Ativa,1
SC02696,Lages,Serra,Serviços,74,EPP,LTDA,2014,10,648368.68,1.0,0,0,0,2.0,Baixada,0
SC02697,Itajaí,Vale do Itajaí,Construção Civil,41,ME,LTDA,2010,14,222938.84,7.0,0,0,0,3.0,Baixada,0
SC02698,Criciúma,Sul,Alimentação e Hospedagem,56,MEI,MEI,2020,4,81000.0,1.0,1,0,0,3.0,Ativa,1
SC02699,Joinville,Norte,Comércio Varejista,47,ME,LTDA,2012,12,128076.21,3.0,0,0,0,2.0,Baixada,0
SC02700,Itajaí,Vale do Itajaí,Tecnologia da Informação,62,EPP,LTDA,2013,11,388132.37,5.0,1,0,0,6.0,Baixada,0
SC02701,Balneário Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2015,9,81000.0,1.0,0,1,0,2.0,Baixada,0
SC02702,Joinville,Norte,Alimentação e Hospedagem,56,MEI,MEI,2010,14,81000.0,1.0,0,0,0,5.0,Ativa,1
SC02703,Chapecó,Oeste,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02704,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,1,0,0,4.0,Baixada,0
SC02705,Brusque,Vale do Itajaí,Comércio Varejista,47,Grande,S/A,2012,12,387057198.87,4.0,0,0,1,1.0,Suspensa,0
SC02706,Joinville,Norte,Indústria Têxtil,13,ME,LTDA,2023,1,360000.0,9.0,0,0,0,1.0,Ativa,1
SC02707,Florianópolis,Grande Florianópolis,Construção Civil,41,ME,SLU,2016,8,145463.13,3.0,0,0,0,0.0,Baixada,0
SC02708,Tubarão,Sul,Serviços,74,ME,EI,2017,7,239739.19,2.0,0,0,0,1.0,Ativa,1
SC02709,Jaraguá do Sul,Norte,Serviços,74,Médio,LTDA,2018,6,7334706.98,4.0,0,1,1,0.0,Ativa,1
SC02710,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2022,2,136246.93,4.0,1,0,0,4.0,Ativa,1
SC02711,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,SLU,2019,5,148561.1,4.0,1,1,0,3.0,Ativa,1
SC02712,São José,Grande Florianópolis,Comércio Varejista,47,ME,LTDA,2022,2,252210.67,6.0,1,0,0,5.0,Ativa,1
SC02713,Palhoça,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2014,10,81000.0,1.0,1,0,0,0.0,Ativa,1
SC02714,Criciúma,Sul,Indústria Têxtil,13,Médio,S/A,2021,3,4800001.0,14.0,1,1,0,2.0,Ativa,1
SC02715,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Ativa,1
SC02716,Jaraguá do Sul,Norte,Indústria Têxtil,13,EPP,LTDA,2018,6,1363103.39,10.0,0,0,0,4.0,Ativa,1
SC02717,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,1,0,0,6.0,Baixada,0
SC02718,São Bento do Sul,Norte,Serviços,74,MEI,MEI,2017,7,81000.0,1.0,0,0,0,2.0,Suspensa,0
SC02719,Chapecó,Oeste,Indústria Têxtil,13,MEI,MEI,2018,6,81000.0,1.0,0,1,0,3.0,Ativa,1
SC02720,Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2022,2,41154.13,1.0,0,1,0,3.0,Ativa,1
SC02721,Florianópolis,Grande Florianópolis,Comércio Varejista,47,EPP,LTDA,2021,3,360001.0,5.0,1,1,0,4.0,Ativa,1
SC02722,São José,Grande Florianópolis,Serviços,74,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Ativa,1
SC02723,Joinville,Norte,Serviços,74,ME,LTDA,2019,5,173088.54,2.0,0,0,0,1.0,Ativa,1
SC02724,Criciúma,Sul,Serviços,74,EPP,LTDA,2018,6,360001.0,4.0,0,0,0,1.0,Ativa,1
SC02725,Brusque,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2010,14,314665.42,4.0,0,1,0,2.0,Baixada,0
SC02726,Itajaí,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2011,13,262539.05,,0,0,0,3.0,Baixada,0
SC02727,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,1,0,3.0,Suspensa,0
SC02728,Itajaí,Vale do Itajaí,Alimentação e Hospedagem,56,ME,EI,2013,11,321139.87,5.0,1,0,0,3.0,Ativa,1
SC02729,Tubarão,Sul,Construção Civil,41,ME,EI,2013,11,324500.93,6.0,1,0,0,0.0,Baixada,0
SC02730,Criciúma,Sul,Serviços,74,MEI,MEI,2012,12,,1.0,0,0,0,3.0,Baixada,0
